TeamExp,ManagerExp,duration_months,effort_hours,Transactions,Entities,PointsNonAdjust,Adjustment,size_fp,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,effort_per_fp,log_size_fp,log_effort,complexity_score,team_skill_avg,risk_score
1.0,4.0,4.0,847.0,158.0,59.0,217.0,18.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.679558011049724,5.198497031265826,6.742880635791903,0.0,0.0,0.0
3.0,3.0,16.0,8050.0,302.0,145.0,447.0,52.0,523.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.36259541984733,6.261491684321042,8.993551586299981,0.0,0.0,0.0
1.0,1.0,9.0,4620.0,451.0,48.0,499.0,28.0,464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.935483870967742,6.142037405587356,8.438366410870266,0.0,0.0,0.0
2.0,4.0,34.0,2352.0,661.0,132.0,793.0,23.0,698.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3648068669527897,6.54965074223381,7.763446388727362,0.0,0.0,0.0
1.0,1.0,10.0,2174.0,64.0,54.0,118.0,25.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.317757009345794,4.672828834461906,7.684783943522785,0.0,0.0,0.0
-1.0,4.0,39.0,9586.75,284.0,230.0,514.0,50.0,591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.19383445945946,6.3835066348840055,9.168241520954844,0.0,0.0,0.0
2.0,1.0,18.0,6699.0,182.0,126.0,308.0,35.0,308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.679611650485437,5.733341276897746,8.809862805379057,0.0,0.0,0.0
2.0,3.0,27.0,9586.75,173.0,332.0,505.0,19.0,424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.557058823529413,6.052089168924417,9.168241520954844,0.0,0.0,0.0
2.0,2.0,9.0,4004.0,252.0,7.0,259.0,28.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.545454545454547,5.488937726156687,8.29529885950246,0.0,0.0,0.0
4.0,3.0,11.0,9586.75,131.0,180.0,311.0,51.0,361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.482734806629836,5.8916442118257715,9.168241520954844,0.0,0.0,0.0
2.0,3.0,8.0,2331.0,106.0,39.0,145.0,6.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.41346153846154,4.6443908991413725,7.754481547470383,0.0,0.0,0.0
3.0,3.0,9.0,5817.0,96.0,108.0,204.0,29.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.139896373056995,5.262690188904886,8.668711839055147,0.0,0.0,0.0
2.0,3.0,7.0,2989.0,116.0,72.0,188.0,18.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.038216560509554,5.056245805348308,8.003028666384733,0.0,0.0,0.0
3.0,3.0,6.0,3136.0,86.0,49.0,135.0,32.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.757575757575758,4.882801922586371,8.051022208190679,0.0,0.0,0.0
2.0,3.0,17.0,9586.75,221.0,121.0,342.0,35.0,342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.949708454810494,5.8377304471659395,9.168241520954844,0.0,0.0,0.0
1.0,1.0,12.0,2583.0,61.0,96.0,157.0,18.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.717557251908396,4.875197323201151,7.857093864902493,0.0,0.0,0.0
1.0,3.0,12.0,3647.0,132.0,89.0,221.0,5.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.378205128205128,5.049856007249537,8.201934351194222,0.0,0.0,0.0
3.0,7.0,13.0,8232.0,45.0,387.0,432.0,16.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.45299145299145,5.860786223465865,9.015905747298426,0.0,0.0,0.0
1.0,1.0,12.0,3276.0,55.0,112.0,167.0,12.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,4.867534450455582,8.094683648698815,0.0,0.0,0.0
1.0,4.0,8.0,2723.0,124.0,52.0,176.0,14.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.45,4.941642422609304,7.909856667269403,0.0,0.0,0.0
3.0,3.0,5.0,3472.0,120.0,126.0,246.0,15.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.535353535353536,5.288267030694535,8.152774052744075,0.0,0.0,0.0
1.0,2.0,6.0,1575.0,47.0,32.0,79.0,14.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,4.143134726391533,7.362645270417825,0.0,0.0,0.0
1.0,1.0,12.0,2926.0,126.0,107.0,233.0,23.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.20388349514563,5.327876168789581,7.9817332866918855,0.0,0.0,0.0
3.0,2.0,6.0,1876.0,101.0,45.0,146.0,15.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.898305084745763,4.770684624465665,7.537430036586509,0.0,0.0,0.0
1.0,1.0,5.0,2520.0,78.0,99.0,177.0,14.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.872340425531913,4.948759890378168,7.83241092718792,0.0,0.0,0.0
4.0,7.0,13.0,1603.0,69.0,74.0,143.0,14.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.06140350877193,4.736198448394496,7.38025578842646,0.0,0.0,0.0
1.0,3.0,8.0,3626.0,194.0,97.0,291.0,35.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.417808219178083,5.676753802268282,8.196161139282902,0.0,0.0,0.0
2.0,-1.0,10.0,6783.0,224.0,110.0,334.0,28.0,309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.88064516129032,5.736572297479192,8.822322177471738,0.0,0.0,0.0
2.0,4.0,15.0,9586.75,323.0,184.0,507.0,35.0,507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.871555118110237,6.230481447578482,9.168241520954844,0.0,0.0,0.0
1.0,3.0,6.0,1267.0,42.0,31.0,73.0,27.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.63235294117647,4.219507705176107,7.145196134997171,0.0,0.0,0.0
1.0,2.0,5.0,2548.0,74.0,43.0,117.0,25.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.037735849056602,4.663439094112067,7.8434564043761155,0.0,0.0,0.0
3.0,4.0,10.0,1155.0,101.0,57.0,158.0,9.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.788135593220339,4.770684624465665,7.052721049232323,0.0,0.0,0.0
0.0,4.0,6.0,546.0,97.0,42.0,139.0,6.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.46,4.605170185988092,6.304448802421981,0.0,0.0,0.0
2.0,3.0,13.0,2275.0,134.0,77.0,211.0,13.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.704819277108435,5.111987788356544,7.730174795246222,0.0,0.0,0.0
4.0,5.0,26.0,9100.0,482.0,227.0,709.0,26.0,645.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.086687306501547,6.470799503782602,9.116139576577355,0.0,0.0,0.0
0.0,2.0,6.0,595.0,213.0,73.0,286.0,6.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9166666666666665,5.318119993844216,6.39024066706535,0.0,0.0,0.0
0.0,-1.0,22.0,3941.0,139.0,143.0,282.0,22.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.020325203252032,5.5053315359323625,8.279443487712665,0.0,0.0,0.0
2.0,3.0,24.0,9586.75,473.0,182.0,655.0,40.0,688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.91400580551524,6.535241271013659,9.168241520954844,0.0,0.0,0.0
4.0,4.0,12.0,1400.0,229.0,169.0,398.0,39.0,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3734939759036147,6.028278520230698,7.244941546337007,0.0,0.0,0.0
4.0,3.0,12.0,2800.0,227.0,73.0,300.0,34.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.395973154362416,5.697093486505405,7.937731775260109,0.0,0.0,0.0
4.0,4.0,24.0,9520.0,395.0,193.0,588.0,40.0,617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.40453074433657,6.42648845745769,9.161255164285691,0.0,0.0,0.0
4.0,3.0,12.0,5880.0,469.0,176.0,645.0,43.0,697.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.42406876790831,6.548219102762372,8.679482094459956,0.0,0.0,0.0
4.0,4.0,36.0,9586.75,886.0,241.0,1127.0,34.0,1116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.582587287376903,7.018401799069201,9.168241520954844,0.0,0.0,0.0
0.0,0.0,16.0,7871.0,0.0,0.0,0.0,0.0,647.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,12.146604938271604,6.473890696352274,8.971067438732089,4.333333333333333,4.25,4.5
0.0,0.0,5.0,845.0,0.0,0.0,0.0,0.0,130.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,6.450381679389313,4.875197323201151,6.740519359606223,3.0,4.0,3.0
0.0,0.0,8.0,2330.0,0.0,0.0,0.0,0.0,254.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,4.0,5.0,4.0,3.0,2.0,3.0,3.0,9.137254901960784,5.541263545158426,7.754052639035757,3.6666666666666665,2.75,3.5
0.0,0.0,16.0,9586.75,0.0,0.0,0.0,0.0,1056.0,2.0,2.0,4.0,2.0,2.0,1.0,3.0,5.0,4.0,4.0,5.0,4.0,3.0,2.0,3.0,9.069772942289498,6.963189985870238,9.168241520954844,4.0,3.0,4.5
0.0,0.0,12.0,4224.0,0.0,0.0,0.0,0.0,383.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,11.0,5.950642552587727,8.348774539791274,3.6666666666666665,4.25,3.5
0.0,0.0,12.0,2826.0,0.0,0.0,0.0,0.0,345.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,8.167630057803468,5.846438775057725,7.946971357693591,3.3333333333333335,4.25,3.0
0.0,0.0,27.0,7320.0,0.0,0.0,0.0,0.0,209.0,4.0,3.0,5.0,4.0,3.0,2.0,3.0,5.0,5.0,5.0,3.0,4.0,4.0,2.0,3.0,34.857142857142854,5.3471075307174685,8.898502209646642,3.6666666666666665,3.25,5.0
0.0,0.0,24.0,9125.0,0.0,0.0,0.0,0.0,366.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,24.86376021798365,5.905361848054571,9.118882761487347,3.3333333333333335,2.75,4.5
0.0,0.0,54.0,9586.75,0.0,0.0,0.0,0.0,1181.0,4.0,3.0,3.0,2.0,1.0,2.0,4.0,5.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,8.110617597292725,7.074963197966044,9.168241520954844,2.6666666666666665,2.75,4.0
0.0,0.0,13.0,4300.0,0.0,0.0,0.0,0.0,181.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,5.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,23.626373626373628,5.204006687076795,8.366602832783736,2.6666666666666665,2.75,4.0
0.0,0.0,21.0,4150.0,0.0,0.0,0.0,0.0,739.0,5.0,3.0,4.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,5.608108108108108,6.606650186198215,8.33110454805304,2.3333333333333335,1.5,3.0
0.0,0.0,7.0,900.0,0.0,0.0,0.0,0.0,108.0,2.0,2.0,2.0,4.0,3.0,3.0,1.0,4.0,4.0,3.0,4.0,4.0,1.0,5.0,1.0,8.256880733944953,4.6913478822291435,6.803505257608338,2.6666666666666665,2.75,4.0
0.0,0.0,10.0,583.0,0.0,0.0,0.0,0.0,48.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,5.0,3.0,3.0,4.0,2.0,11.89795918367347,3.8918202981106265,6.369900982828227,3.3333333333333335,3.0,4.0
0.0,0.0,19.0,2565.0,0.0,0.0,0.0,0.0,249.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,4.0,2.0,4.0,3.0,10.26,5.521460917862246,7.850103545175582,3.0,3.25,4.5
0.0,0.0,11.0,4047.0,0.0,0.0,0.0,0.0,371.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,2.0,4.0,3.0,3.0,3.0,10.879032258064516,5.918893854273146,8.305978210967302,3.3333333333333335,3.25,4.0
0.0,0.0,13.0,1520.0,0.0,0.0,0.0,0.0,211.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,7.169811320754717,5.356586274672012,7.327123292259293,3.0,3.25,4.0
0.0,0.0,32.0,9586.75,0.0,0.0,0.0,0.0,1849.0,4.0,1.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,5.182027027027027,7.52294091807237,9.168241520954844,4.0,3.5,4.5
0.0,0.0,38.0,9586.75,0.0,0.0,0.0,0.0,2482.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,1.0,4.0,3.8609544905356423,7.817222785508166,9.168241520954844,4.666666666666667,3.25,4.5
0.0,0.0,40.0,9586.75,0.0,0.0,0.0,0.0,434.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,22.038505747126436,6.075346031088684,9.168241520954844,4.0,3.25,4.5
0.0,0.0,29.0,9586.75,0.0,0.0,0.0,0.0,292.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,5.0,5.0,3.0,4.0,4.0,2.0,3.0,32.71928327645051,5.680172609017068,9.168241520954844,3.6666666666666665,3.25,4.5
0.0,0.0,14.0,9586.75,0.0,0.0,0.0,0.0,2954.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,2.0,3.0,3.0,3.2442470389170897,7.991253929840199,9.168241520954844,4.333333333333333,2.75,3.5
